x_c_lpmt,y_c_lpmt,z_c_lpmt,A,beta,C,mean,allHits_lpmt,Edep
-10.316696182646107,-5.644207353908412,-0.5820096787250315,573.6467367315217,-0.14688971963085676,-582.0225363102043,90.283203125,3953.0,2.326901435852051
5.667771969069924,9.102797033326082,-3.5806887932912086,1092.6412549864456,-0.09540614236091814,-1104.4096520640583,103.38824462890625,4591.0,2.816157579421997
0.663374319058451,-1.1045582434971764,8.22181971318372,254.12304653388995,-0.21649908977437413,-243.5328712663614,80.74696350097656,10111.0,6.478545188903809
-9.139246929025818,0.609613470125982,2.9013970013720196,318.37362629679177,-0.19350349555649038,-313.4888852998929,81.20350646972656,8017.0,4.912187099456787
9.48716459510494,5.977200345704102,0.8573201481588884,307.11276030321966,-0.18522112191768073,-298.7114329257368,78.17756652832031,13769.0,8.121187210083008
9.066088485273486,-2.4151118560074796,6.584730406732103,1137.3085225956854,-0.10514086506389046,-1161.1890631254107,109.55394744873047,2139.0,1.295548677444458
8.92879182506307,7.23166212783852,0.18569383936081535,1538.5652898850756,-0.08113382328742282,-1561.0803263566781,113.1814956665039,2378.0,1.6377918720245361
3.272376462405563,4.8675824967022505,1.0903425158892017,254.70959761205702,-0.21366514284005475,-249.44320472052078,74.40628051757812,8339.0,5.2811479568481445
-11.726399914336099,1.3801341748551295,0.2458180221718391,482.58433200777665,-0.16660555332686963,-490.8598605939086,88.0740737915039,3969.0,2.356656789779663
5.2213257694090265,4.179228494785638,-3.1480327184240893,234.53132525102453,-0.22674413689498038,-225.9939516625432,77.23421478271484,8630.0,5.4975738525390625
-1.1232523084025854,10.00557088334873,6.061295646865771,351.1064222018451,-0.1732443809419902,-345.6882144134816,78.94266510009766,9747.0,5.82224178314209
-6.6091574040715795,6.303338428130727,7.7199044392350205,283.85382370562763,-0.20226179000368485,-275.7810025131625,80.00199127197266,16210.0,9.584076881408691
4.801512705565826,-6.2866431276273556,-4.073683559778037,223.97129557451404,-0.2523471923508862,-217.6095070648492,81.82368469238281,5947.0,3.7737889289855957
-4.327374254250359,3.1756273522024805,1.0487104086166836,197.90941411492454,-0.24402081152600316,-189.26160313301955,72.46041870117188,10352.0,6.599896430969238
-8.62773215079249,-1.998474060139237,7.105914532661906,950.1773763870876,-0.09930988949075165,-956.0938735651297,98.7942123413086,6751.0,4.191573619842529
9.524576763125246,-7.097765575857778,-0.3668543885903277,664.643932179586,-0.12871404613063847,-667.5917988041755,95.19982147216797,12095.0,7.918172359466553
-4.793779122354166,-5.585998784202379,-8.652371104801231,1174.8783849802126,-0.09280912586455364,-1189.806684884008,105.16853332519531,3874.0,2.595001459121704
4.095466940379068,8.141205273512472,-2.805788154390556,268.33745308285313,-0.2038087999497507,-258.2287390737236,78.75957489013672,16672.0,10.233820915222168
1.6403012323032373,0.6581545722332173,-6.554868983863535,207.11436452124957,-0.2419142575358523,-194.89116738921695,78.25604248046875,13138.0,8.430688858032227
-0.2391430486502978,-2.3167665655025225,8.852097937318824,291.4954440950841,-0.19430520468323645,-279.1817484853343,82.568603515625,13114.0,8.44566535949707
4.661552938439518,-9.452487806012881,1.105477977809597,664.1550961345399,-0.14447773493776206,-679.0056419818766,97.14373779296875,2794.0,1.7474145889282227
1.5591688300146227,-6.657941348858154,0.08503710878611087,247.3494600903065,-0.2235649245957647,-241.36050089951257,77.13558959960938,8889.0,5.7058000564575195
1.97813541687721,-10.372678827690756,-2.9945622940879173,1572.202524246293,-0.08316687077309952,-1594.294167125812,120.33171844482422,1979.0,1.3548494577407837
-5.8313895927761905,5.696009897308791,6.803121824539691,309.7069200973823,-0.18822779449072466,-301.81380080785266,79.65804290771484,11296.0,6.89068078994751
-5.926674267807648,-10.303795704471488,-0.3738623821863058,741.9819903790686,-0.11421302623210192,-744.98986195638,92.63654327392578,16594.0,10.44848346710205
3.6872379015286887,1.0486734713122907,3.4581638256898923,-8561337.57914547,9.957299168799934e-06,8561323.611121634,71.2627182006836,10074.0,6.5946269035339355
4.0582430904370375,-6.709474463003018,-0.7595015880570982,239.40128146099633,-0.21037745730159554,-228.34691880275614,74.78812408447266,11555.0,7.364800453186035
-3.2491443875123918,4.015089283448956,9.356448415262637,255.40086226539202,-0.21812831116001888,-246.32043147163105,80.2677001953125,10090.0,6.277020454406738
-4.63006469854825,7.048244358667791,-8.129985548249369,788.3385395059629,-0.11354886154891579,-792.6000090327925,96.68252563476562,11710.0,7.754711627960205
-4.347985779117729,-5.140828783719435,-1.1070974071722792,228.7018488242821,-0.22024306034400595,-219.65867182220308,73.5895767211914,12604.0,8.273080825805664
0.4530084711940781,-2.8706283344061787,10.62373989378826,984.6361817169977,-0.10064599713326904,-990.5094003750178,104.25332641601562,6214.0,4.54213285446167
-7.845336000212915,-2.9799395635047334,-8.231397430001039,497.3786903839573,-0.1502541109197979,-496.22592208434907,89.04963684082031,9393.0,5.395137310028076
3.3204516603023198,-10.486279071599027,4.309194320604623,1519.3530548185133,-0.06338963360243573,-1528.1778126550128,93.97976684570312,12570.0,8.217687606811523
0.8696230673663925,-2.852243849202104,9.261135342187014,293.6536709088958,-0.20452479576819083,-285.18377109435687,83.90543365478516,9337.0,5.95798921585083
9.770896262970165,-5.7947605885214095,2.3956497276263815,622.313232145696,-0.13496812660656576,-624.2060853066474,95.16455078125,12336.0,7.792605876922607
-8.402862549140432,5.886956188304911,2.742121592211489,252.2278304749234,-0.2172022017730044,-242.54675441746278,79.622314453125,16229.0,9.540669441223145
-2.5853776683659833,3.7213218486718707,10.428029790045688,1322.4250595624396,-0.07221842255614083,-1327.0868549637853,98.25265502929688,14908.0,10.659539222717285
6.98708722908092,-8.180599293552804,1.3027704183813513,514.5130607886241,-0.16862286906676802,-524.850139819405,93.84375,2916.0,1.757585883140564
-4.9676257847872805,-5.010628078915184,-7.412588994354872,270.50819201514236,-0.20011541498106106,-257.94692468926127,80.20152282714844,17183.0,10.338677406311035
-2.3296833031674113,-10.179048612839358,-5.567942744626706,399.9185985969648,-0.17303650484408456,-399.34037657644365,84.18681335449219,7072.0,4.118602752685547
3.436013992141458,5.966459536345778,6.839579831041256,766.281223458587,-0.13187141641010802,-779.2951004560938,103.21505737304688,2545.0,1.5699928998947144
-9.192958101736986,0.1562832919768403,0.10923292803970737,648.145387687609,-0.14592697935319948,-661.8129076826177,96.88883972167969,2418.0,1.5587238073349
-5.358145573005121,5.084435354111093,8.455122687969977,320.87551383749894,-0.181881618975156,-311.4216563696043,80.7564926147461,16492.0,9.866053581237793
-5.70607179748144,3.0491546173308017,8.608944625956054,307.70978452540754,-0.18527788279350085,-297.31549265286526,80.3389663696289,17391.0,10.690411567687988
1.6657628628841623,-5.435034370370387,6.421352465721061,272.67847466298366,-0.20359378318577076,-263.1257341298157,79.21279907226562,12690.0,8.025378227233887
-1.2184379671297185,0.044271007630600635,4.176312480923483,301.433411415969,-0.20677338596229486,-305.32024310660233,74.57848358154297,5111.0,3.4229965209960938
6.949302008281598,-8.585875929426612,0.29174707354395074,330.66039434846806,-0.17912199088175493,-323.76334561288735,79.0044937133789,11109.0,6.582518100738525
-4.294605860498556,5.53166195829338,-9.414710806168054,1150.8456004764826,-0.0823650835950462,-1157.5836159744767,96.53076171875,12516.0,8.887069702148438
0.4884609297669582,-8.949461210859296,-7.325371757828128,839.9653772177376,-0.1020963728125958,-841.69245970635,93.75067901611328,12487.0,7.890126705169678
5.5275280527666135,-9.089682159192327,-6.032991958389095,341.15137879888334,-0.1762935768442426,-333.57149134555544,80.5640869140625,17928.0,10.276130676269531
9.689145236304574,7.594172998034349,-0.45422054354328273,323.6455713446107,-0.1893041824619703,-319.53875150373165,79.63154602050781,11701.0,6.56577730178833
6.403681517621676,-2.7445465038360037,9.321911283864946,591.3824419724074,-0.12636668213898208,-588.5417326955201,88.35541534423828,16684.0,10.400256156921387
7.753667558886507,-5.936471237687366,-5.98322838543898,712.4296546288791,-0.14360879031951482,-729.6150974118143,102.07916259765625,2335.0,1.4585108757019043
4.008560242053924,11.266744231831288,-3.2499129986487176,348.3602058726118,-0.17465939510146275,-341.4338942231952,80.61482238769531,17021.0,9.628851890563965
-4.842904029929818,10.766398018143251,1.8544907720831325,425.2574071129722,-0.14932064028813186,-421.51804576259144,78.35612487792969,15102.0,8.625455856323242
4.7858237045064564,4.471821445859294,-9.912608387067603,416.57958099952424,-0.1630015922233154,-412.8363306701476,84.82508087158203,11073.0,6.61580228805542
-4.971785574942782,2.607729244851259,2.8968386298626907,267.10602149734666,-0.21908606966967273,-263.099663082874,78.85225677490234,6992.0,4.492572784423828
-10.390791595653141,4.905941250268996,-0.8491815493866968,339.51260733633285,-0.18492586162867491,-335.50668568061593,80.97722625732422,9294.0,5.302989482879639
